company,sector,stage,year,month,date,mrr_usd,arr_usd,new_mrr_usd,expansion_mrr_usd,churned_mrr_usd,net_new_mrr_usd,total_customers,acv_usd,gross_margin_pct,gross_profit_usd,sm_expense_pct,rd_expense_pct,ga_expense_pct,total_opex_usd,ebitda_usd,ebitda_margin_pct,cac_usd,ltv_usd,ltv_cac_ratio,payback_months,nrr_pct,logo_churn_pct,dso_days,dpo_days,cash_burn_usd,runway_months,rule_of_40_score,mom_growth_pct,yoy_growth_pct,sector_avg_growth_pct,growth_vs_sector_pp
DataPulse,Analytics,Public,2023,2,2023-02-01,964550.39,11574604.71,118062.39,52906.58,16533.86,154435.11,1,11574.6,74.83,721745.59,36.28,16.44,12.75,631522.4,90223.18,9.35,10.57,93925.25,8886.61,0.0,103.77,1.714,47,24,0.0,99,27.4,1.67,20.05,22.0,-1.95
DataPulse,Analytics,Public,2023,3,2023-03-01,1054230.51,12650766.08,90113.72,91422.28,9581.33,171954.67,0,12650.77,71.3,751684.77,34.95,16.56,11.48,664041.08,87643.69,8.31,8.95,167554.75,18719.67,0.0,107.76,0.909,62,36,0.0,99,26.4,1.64,19.63,22.0,-2.37
DataPulse,Analytics,Public,2023,4,2023-04-01,6081929.31,72983151.73,790810.37,476653.03,131777.67,1135685.73,11,6634.83,69.94,4253415.44,29.02,15.24,14.45,3570520.14,682895.3,11.23,8.7,51396.51,5906.66,0.0,105.67,2.167,64,47,0.0,99,29.3,2.21,26.55,22.0,4.55
DataPulse,Analytics,Public,2023,5,2023-05-01,842531.91,10110382.94,77106.28,41693.61,4564.11,114235.78,0,10110.38,73.35,617965.53,47.97,26.96,8.62,703872.54,-85907.01,-10.2,6.22,113347.67,18234.64,0.0,104.41,0.542,65,47,86730.43,20,7.8,1.44,17.25,22.0,-4.75
DataPulse,Analytics,Public,2023,6,2023-06-01,554736.5,6656837.99,92670.09,24016.94,11048.19,105638.84,0,6656.84,80.93,448952.07,43.2,21.9,9.36,413015.64,35936.43,6.48,12.04,65178.79,5411.47,0.0,102.34,1.992,37,37,0.0,99,24.5,1.25,15.02,22.0,-6.98
DataPulse,Analytics,Public,2023,7,2023-07-01,2302573.77,27630885.23,224155.33,173957.47,18552.75,379560.06,4,6907.72,68.68,1581451.64,43.07,21.03,11.95,1751068.41,-169616.77,-7.37,8.53,48736.53,5712.23,0.0,106.75,0.806,64,42,194329.72,28,10.7,1.66,19.88,22.0,-2.12
DataPulse,Analytics,Public,2023,8,2023-08-01,2445088.05,29341056.58,272905.79,142145.84,33730.62,381321.01,1,29341.06,70.85,1732378.73,42.19,19.58,8.52,1718619.57,13759.17,0.56,11.23,454809.36,40497.64,0.0,104.43,1.38,51,40,0.0,99,18.6,1.62,19.43,22.0,-2.57
DataPulse,Analytics,Public,2023,9,2023-09-01,8484898.71,101818784.5,1404499.66,512692.11,146790.17,1770401.59,6,16969.8,74.24,6299152.38,47.0,26.65,11.15,7195038.07,-895885.68,-10.56,11.58,122773.38,10598.45,0.0,104.31,1.73,48,52,896375.66,9,7.5,1.95,23.35,22.0,1.35
DataPulse,Analytics,Public,2023,10,2023-10-01,5170281.4,62043376.84,646555.64,414876.98,109709.94,951722.68,2,31021.69,80.82,4178590.0,43.51,15.51,12.95,3721012.74,457577.27,8.85,7.55,252438.25,33416.9,0.0,105.9,2.122,38,45,0.0,99,26.9,1.73,20.82,22.0,-1.18
DataPulse,Analytics,Public,2023,11,2023-11-01,1661467.28,19937607.32,200833.08,109446.09,19551.06,290728.11,0,19937.61,72.94,1211836.43,29.58,16.23,12.75,972940.57,238895.86,14.38,15.66,135770.33,8669.51,0.0,105.41,1.177,37,43,0.0,99,32.4,1.36,16.33,22.0,-5.67
DataPulse,Analytics,Public,2023,12,2023-12-01,5550995.57,66611946.86,489321.36,471861.2,101429.14,859753.43,5,13322.39,72.82,4041970.41,43.89,16.68,12.96,4081616.7,-39646.29,-0.71,16.87,104842.38,6215.19,0.0,106.67,1.827,49,30,42344.09,34,17.3,1.65,19.79,22.0,-2.21
DataPulse,Analytics,Public,2024,1,2024-01-01,126961399.87,1523536798.44,21741479.34,8916164.24,872105.38,29785538.2,96,15870.17,81.74,103784307.45,35.41,27.37,10.39,92897799.97,10886507.48,8.57,12.46,191113.38,15338.21,0.0,106.34,0.687,36,31,0.0,99,28.6,2.48,29.73,22.0,7.73
DataPulse,Analytics,Public,2024,2,2024-02-01,2917165.89,35005990.62,255883.61,105217.64,63852.58,297248.66,1,35005.99,70.31,2051010.4,49.21,15.49,10.36,2189520.86,-138510.47,-4.75,6.38,462272.45,72439.86,0.0,101.42,2.189,52,31,119797.55,34,15.3,1.39,16.67,22.0,-5.33
DataPulse,Analytics,Public,2024,3,2024-03-01,6340144.22,76081730.66,1079508.45,206825.3,123148.81,1163184.95,6,12680.29,71.93,4560199.49,51.27,22.94,13.27,5546016.12,-985816.63,-15.55,12.19,143962.73,11806.97,0.0,101.32,1.942,43,41,1169413.8,33,4.5,1.55,18.54,22.0,-3.46
DataPulse,Analytics,Public,2024,4,2024-04-01,3252810.16,39033721.98,412786.69,169375.31,70593.36,511568.64,1,39033.72,68.22,2218996.93,39.08,18.66,10.67,2225457.53,-6460.61,-0.2,11.79,221842.79,18809.93,0.0,103.04,2.17,40,30,7424.53,9,19.8,1.34,16.09,22.0,-5.91
DataPulse,Analytics,Public,2024,5,2024-05-01,3876302.3,46515627.62,525060.94,313025.12,27334.89,810751.17,2,23257.81,78.01,3023869.23,46.31,18.55,14.34,3069962.98,-46093.75,-1.19,22.54,206742.17,9170.75,0.0,107.37,0.705,42,50,53185.36,8,18.8,1.35,16.16,22.0,-5.84
DataPulse,Analytics,Public,2024,6,2024-06-01,3275817.59,39309811.04,397978.07,171776.3,42353.31,527401.06,2,19654.91,80.86,2648744.99,33.39,19.14,8.69,2005632.93,643112.06,19.63,9.27,196088.56,21144.61,0.0,103.95,1.293,37,30,0.0,99,39.7,1.27,15.29,22.0,-6.71
DataPulse,Analytics,Public,2024,7,2024-07-01,206369673.75,2476436085.01,26259610.94,15587198.3,4462168.37,37384640.88,165,15008.7,73.39,151444641.81,49.74,15.25,9.51,153739656.36,-2295014.55,-1.11,21.08,86842.3,4119.21,0.0,105.39,2.162,61,49,1938081.83,17,18.9,2.21,26.53,22.0,4.53
DataPulse,Analytics,Public,2024,8,2024-08-01,45766602.25,549199226.94,4748926.75,2027752.02,340364.71,6436314.07,29,18937.9,73.28,33538064.54,29.51,25.88,11.5,30610129.92,2927934.62,6.4,9.55,139418.86,14601.52,0.0,103.69,0.744,64,37,0.0,99,26.4,1.8,21.62,22.0,-0.38
DataPulse,Analytics,Public,2024,9,2024-09-01,25554908.75,306658905.0,2048390.35,1641642.81,308098.18,3381934.98,34,9019.38,72.64,18564361.25,40.56,19.69,14.67,19147093.06,-582731.81,-2.28,7.31,58427.22,7994.51,0.0,105.22,1.206,60,23,557197.37,23,17.7,1.63,19.53,22.0,-2.47
DataPulse,Analytics,Public,2024,10,2024-10-01,14321840.26,171862083.14,1208096.53,750437.84,182426.25,1776108.12,8,21482.76,77.0,11027915.21,29.62,18.13,12.6,8644060.86,2383854.35,16.64,15.44,165470.43,10715.35,0.0,103.97,1.274,49,30,0.0,99,36.7,1.46,17.58,22.0,-4.42
DataPulse,Analytics,Public,2024,11,2024-11-01,179099028.68,2149188344.22,28897787.06,13745591.76,1522661.0,41120717.83,144,14924.92,72.26,129425107.98,43.16,25.55,8.44,138179976.24,-8754868.26,-4.89,11.63,129870.5,11163.12,0.0,106.82,0.85,46,34,7157301.88,14,15.1,1.97,23.64,22.0,1.64
DataPulse,Analytics,Public,2024,12,2024-12-01,80220968.39,962651620.66,13523573.72,3899104.31,907452.89,16515225.14,71,13558.47,70.58,56623420.92,39.36,15.48,12.53,54041631.85,2581789.07,3.22,21.77,82948.45,3809.93,0.0,103.73,1.131,31,43,0.0,99,23.2,1.75,21.06,22.0,-0.94
DataPulse,Analytics,Public,2025,1,2025-01-01,66327198.27,795926379.22,8204351.96,3739805.88,862282.46,11081875.38,31,25675.04,77.25,51240073.63,32.48,24.0,10.57,44473667.94,6766405.68,10.2,8.75,279056.9,31883.68,0.0,104.34,1.3,33,49,0.0,99,31.1,1.68,20.12,22.0,-1.88
DataPulse,Analytics,Public,2025,2,2025-02-01,948828835.91,11385946030.98,83395128.8,75280532.22,16176645.42,142499015.59,686,16597.59,77.5,735371192.28,29.92,23.59,10.15,604015657.78,131355534.49,13.84,7.51,149347.63,19879.73,0.0,106.23,1.705,56,44,0.0,99,34.7,2.18,26.22,22.0,4.22
DataPulse,Analytics,Public,2025,3,2025-03-01,18678802.83,224145633.94,3197077.4,1047814.16,323087.81,3921803.75,12,18678.8,70.92,13246878.16,29.38,23.73,10.84,11944245.59,1302632.56,6.97,16.18,124535.52,7698.12,0.0,103.88,1.73,38,23,0.0,99,27.9,1.36,16.33,22.0,-5.67
DataPulse,Analytics,Public,2025,4,2025-04-01,315855002.88,3790260034.61,29778161.17,24282527.75,5417373.84,48643315.09,682,5557.57,81.06,256028063.19,46.68,19.76,10.68,243608287.59,12419775.6,3.93,8.37,41908.67,5004.09,0.0,105.97,1.715,56,45,0.0,99,24.8,1.87,22.48,22.0,0.48
DataPulse,Analytics,Public,2025,5,2025-05-01,40455452.82,485465433.84,5558262.77,2179822.44,630668.05,7107417.16,25,19418.62,78.51,31759729.97,30.72,24.56,11.49,27016089.74,4743640.23,11.73,15.26,152421.56,9988.96,0.0,103.83,1.559,44,38,0.0,99,32.6,1.45,17.37,22.0,-4.63
DataPulse,Analytics,Public,2025,6,2025-06-01,1181892486.65,14182709839.86,177761098.87,78847157.3,10981445.91,245626810.27,716,19808.25,68.02,803913769.26,32.8,16.76,8.52,686527234.76,117386534.5,9.93,23.78,136041.6,5720.9,0.0,105.74,0.929,33,42,0.0,99,30.8,2.05,24.57,22.0,2.57
DataPulse,Analytics,Public,2025,7,2025-07-01,97664776.68,1171977320.19,13184716.99,4687655.42,1055487.23,16816885.18,142,8253.36,72.07,70383202.39,44.81,17.26,10.53,70903544.33,-520341.94,-0.53,19.37,46311.03,2390.92,0.0,103.72,1.081,36,37,580779.25,8,20.4,1.55,18.57,22.0,-3.43
DataPulse,Analytics,Public,2025,8,2025-08-01,49782352.28,597388227.42,5779215.97,2889584.3,818698.07,7850102.2,22,27154.01,80.18,39917084.48,49.22,15.85,10.79,37766764.24,2150320.24,4.32,8.84,231216.4,26147.78,0.0,104.16,1.645,54,48,0.0,99,25.2,1.4,16.8,22.0,-5.2
DataPulse,Analytics,Public,2025,9,2025-09-01,531871266.01,6382455192.1,94267785.16,30315848.26,9492185.1,115091448.32,327,19518.21,77.18,410481186.37,49.07,25.14,12.48,461095258.87,-50614072.5,-9.52,27.52,110929.34,4031.41,0.0,103.92,1.785,55,54,58929200.76,9,11.4,1.79,21.42,22.0,-0.58
DataPulse,Analytics,Public,2025,10,2025-10-01,302998846.69,3635986160.31,49430953.29,14618928.54,4654681.21,59395200.62,438,8301.34,68.91,208807626.18,33.41,27.32,11.63,219252547.52,-10444921.34,-3.45,21.14,119507.01,5653.26,0.0,103.29,1.536,40,39,8878894.62,17,17.5,1.65,19.85,22.0,-2.15
DataPulse,Analytics,Public,2025,11,2025-11-01,372548612.41,4470583348.98,53683786.65,24155601.27,6272291.36,71567096.56,526,8499.21,73.26,272919022.51,49.65,19.39,14.47,311095169.56,-38176147.05,-10.25,30.78,51934.09,1687.28,0.1,104.8,1.684,33,24,45025663.31,32,10.7,1.66,19.9,22.0,-2.1
DataPulse,Analytics,Public,2025,12,2025-12-01,475439434.4,5705273212.84,65457133.56,36141736.25,8568654.54,93030215.27,413,13814.22,73.05,347328110.67,39.95,23.15,10.03,347706673.93,-378563.26,-0.08,8.54,117115.94,13716.66,0.0,105.8,1.802,53,41,371528.66,30,20.8,1.67,20.02,22.0,-1.98
CloudNest,Infrastructure,Public,2021,1,2021-01-01,25472.72,305672.63,3271.34,1691.38,231.3,4731.41,0,305.67,71.94,18325.82,45.62,26.19,14.83,22069.19,-3743.37,-14.7,22.14,2926.08,132.18,1.2,105.73,0.908,63,28,3472.52,22,13.3,2.58,31.0,28.0,3.0
CloudNest,Infrastructure,Public,2021,2,2021-02-01,32451.33,389415.94,2993.71,1247.84,454.06,3787.49,0,389.42,68.76,22315.03,48.74,20.44,14.74,27231.37,-4916.34,-15.15,5.97,2470.64,413.65,0.3,102.45,1.399,64,42,4306.38,13,12.9,2.43,29.19,28.0,1.19
CloudNest,Infrastructure,Public,2021,3,2021-03-01,37426.52,449118.22,4860.81,1174.84,418.08,5617.56,0,449.12,74.92,28041.36,51.2,17.8,10.47,29741.96,-1700.6,-4.54,27.07,3761.86,138.99,1.0,102.02,1.117,58,40,1725.56,35,23.5,2.03,24.39,28.0,-3.61
CloudNest,Infrastructure,Public,2021,4,2021-04-01,52259.94,627119.27,4742.57,2397.08,401.29,6738.36,0,627.12,76.35,39902.79,29.09,15.67,11.93,29622.81,10279.98,19.67,10.43,6626.91,635.18,0.3,103.82,0.768,52,54,0.0,99,47.7,2.34,28.04,28.0,0.04
CloudNest,Infrastructure,Public,2021,5,2021-05-01,57911.68,694940.16,9412.45,3860.54,1011.42,12261.58,0,694.94,80.65,46703.72,36.96,27.83,11.9,44412.36,2291.35,3.96,18.6,8988.77,483.18,0.4,104.92,1.746,60,47,0.0,99,32.0,2.03,24.39,28.0,-3.61
CloudNest,Infrastructure,Public,2021,6,2021-06-01,90287.98,1083455.75,11738.14,3451.0,533.25,14655.9,0,1083.46,75.37,68047.87,38.97,22.88,11.61,66323.43,1724.44,1.91,15.73,8111.63,515.76,0.2,103.23,0.591,38,47,0.0,99,29.9,2.43,29.16,28.0,1.16
CloudNest,Infrastructure,Public,2021,7,2021-07-01,142468.25,1709618.94,15660.6,11354.34,1670.79,25344.15,0,1709.62,72.08,102687.75,35.19,25.6,10.58,101691.29,996.47,0.7,8.73,9626.9,1102.54,0.1,106.8,1.173,65,41,0.0,99,28.7,2.74,32.91,28.0,4.91
CloudNest,Infrastructure,Public,2021,8,2021-08-01,137593.42,1651121.08,21970.3,9808.02,2683.96,29094.35,0,1651.12,75.36,103684.54,51.21,25.18,13.43,123587.21,-19902.68,-14.46,14.02,11265.22,803.37,0.1,105.18,1.951,65,52,17279.6,28,13.5,2.31,27.71,28.0,-0.29
CloudNest,Infrastructure,Public,2021,9,2021-09-01,167920.78,2015049.31,19817.85,7477.81,3599.08,23696.58,0,2015.05,72.19,121226.55,32.58,20.73,10.93,107878.67,13347.89,7.95,12.65,23856.05,1885.67,0.1,102.31,2.143,60,52,0.0,99,35.9,2.26,27.07,28.0,-0.93
CloudNest,Infrastructure,Public,2021,10,2021-10-01,152942.08,1835304.98,25584.42,5159.79,3015.52,27728.69,0,1835.3,79.1,120972.93,35.8,23.61,11.68,108724.2,12248.73,8.01,20.68,22719.26,1098.54,0.2,101.4,1.972,62,43,0.0,99,36.0,1.91,22.91,28.0,-5.09
CloudNest,Infrastructure,Public,2021,11,2021-11-01,201517.69,2418212.26,33606.19,15762.54,3751.24,45617.49,0,2418.21,75.22,151584.58,50.98,18.63,10.09,160594.84,-9010.25,-4.47,10.47,13595.3,1299.1,0.1,105.96,1.861,46,35,9695.89,23,23.5,1.97,23.69,28.0,-4.31
CloudNest,Infrastructure,Public,2021,12,2021-12-01,333034.17,3996410.1,37201.27,28648.27,3988.44,61861.11,0,3996.41,78.17,260338.12,30.92,23.8,10.66,217734.17,42603.95,12.79,6.8,25260.91,3712.94,0.0,107.4,1.198,37,40,0.0,99,40.8,2.23,26.71,28.0,-1.29
CloudNest,Infrastructure,Public,2022,1,2022-01-01,535900.33,6430803.96,47107.22,37169.15,12583.04,71693.32,0,6430.8,79.0,423383.69,47.87,18.52,11.93,419769.08,3614.61,0.67,11.62,87964.04,7567.19,0.0,104.59,2.348,65,37,0.0,99,22.5,2.42,29.06,28.0,1.06
CloudNest,Infrastructure,Public,2022,2,2022-02-01,386003.47,4632041.64,40239.24,23879.14,7101.18,57017.2,0,4632.04,81.27,313686.2,37.92,24.33,8.7,273864.45,39821.75,10.32,7.55,76408.88,10115.87,0.0,104.35,1.84,63,32,0.0,99,32.2,1.98,23.79,28.0,-4.21
CloudNest,Infrastructure,Public,2022,3,2022-03-01,179958.78,2159505.3,30204.27,7552.39,2618.21,35138.45,0,2159.51,77.5,139474.62,43.5,26.8,8.63,142043.18,-2568.56,-1.43,14.8,17384.76,1174.94,0.1,102.74,1.455,30,33,2484.19,34,20.4,1.33,15.99,28.0,-12.01
CloudNest,Infrastructure,Public,2022,4,2022-04-01,756637.67,9079652.06,73831.85,67969.0,17699.8,124101.05,0,9079.65,75.06,567967.23,50.48,27.51,14.48,699652.23,-131685.0,-17.4,6.45,148573.82,23030.82,0.0,106.64,2.339,64,28,154253.43,18,4.4,2.14,25.71,28.0,-2.29
CloudNest,Infrastructure,Public,2022,5,2022-05-01,425134.72,5101616.64,57108.37,36694.92,6325.26,87478.03,0,5101.62,75.45,320754.41,32.63,16.46,9.14,247553.15,73201.26,17.22,13.56,56140.82,4138.82,0.0,107.14,1.488,39,22,0.0,99,39.1,1.66,19.9,28.0,-8.1
CloudNest,Infrastructure,Public,2022,6,2022-06-01,2391066.94,28692803.3,367415.63,153188.18,49770.9,470832.91,1,28692.8,79.54,1901928.08,48.55,26.66,13.79,2128001.78,-226073.7,-9.45,14.49,407518.84,28132.09,0.0,104.33,2.082,34,33,269632.24,23,12.4,2.55,30.65,28.0,2.65
CloudNest,Infrastructure,Public,2022,7,2022-07-01,708064.06,8496768.72,75110.39,53264.4,6875.6,121499.19,0,8496.77,77.77,550680.95,45.35,15.15,12.58,517408.1,33272.85,4.7,8.27,125962.18,15230.47,0.0,106.55,0.971,35,51,0.0,99,26.5,1.74,20.83,28.0,-7.17
CloudNest,Infrastructure,Public,2022,8,2022-08-01,1405824.79,16869897.49,155597.58,84562.09,18428.02,221731.65,0,16869.9,72.15,1014305.42,35.46,16.53,14.41,933506.86,80798.56,5.75,14.09,126125.31,8950.69,0.0,104.7,1.311,42,30,0.0,99,27.6,1.99,23.87,28.0,-4.13
CloudNest,Infrastructure,Public,2022,9,2022-09-01,694927.9,8339134.79,124311.34,50115.73,8667.49,165759.58,0,8339.13,71.4,496158.32,47.25,25.73,13.33,599818.28,-103659.96,-14.92,14.12,63416.57,4492.01,0.0,105.96,1.247,33,55,101451.92,30,6.9,1.55,18.57,28.0,-9.43
CloudNest,Infrastructure,Public,2022,10,2022-10-01,1627527.89,19530334.65,189083.73,59783.21,37994.47,210872.47,0,19530.33,69.36,1128846.28,32.85,21.98,9.15,1041294.05,87552.23,5.38,7.82,172802.91,22084.41,0.0,101.34,2.334,41,53,0.0,99,27.2,1.86,22.29,28.0,-5.71
CloudNest,Infrastructure,Public,2022,11,2022-11-01,3207668.29,38492019.44,516015.06,195009.78,45127.55,665897.29,2,19246.01,81.19,2604359.93,39.1,25.49,13.06,2490752.48,113607.45,3.54,17.65,121829.94,6903.78,0.0,104.67,1.407,41,26,0.0,99,25.4,2.07,24.86,28.0,-3.14
CloudNest,Infrastructure,Public,2022,12,2022-12-01,3253261.85,39039142.21,274994.91,110043.52,38683.16,346355.26,1,39039.14,68.92,2242012.76,29.66,27.14,8.22,2115195.57,126817.19,3.9,9.11,256369.86,28137.95,0.0,102.19,1.189,54,45,0.0,99,25.7,1.98,23.78,28.0,-4.22
CloudNest,Infrastructure,Public,2023,1,2023-01-01,6161253.7,73935044.44,1028695.42,323704.46,142542.74,1209857.14,3,24645.01,72.73,4481381.99,40.94,23.5,10.43,4613148.68,-131766.69,-2.14,26.1,197998.02,7586.81,0.0,102.94,2.314,61,30,143776.33,15,20.8,2.16,25.9,28.0,-2.1
CloudNest,Infrastructure,Public,2023,2,2023-02-01,4078610.25,48943323.02,666780.02,361811.24,82076.27,946514.98,3,16314.44,71.93,2933853.84,38.18,19.93,9.61,2761925.36,171928.48,4.22,16.47,207524.41,12598.15,0.0,106.86,2.012,40,29,0.0,99,27.2,1.9,22.83,28.0,-5.17
CloudNest,Infrastructure,Public,2023,3,2023-03-01,13095460.48,157145525.79,1852907.09,1091408.16,310686.64,2633628.62,15,10476.37,81.06,10614908.85,42.25,20.8,12.7,9921455.96,693452.89,5.3,9.39,117227.16,12485.02,0.0,105.96,2.372,30,47,0.0,99,28.3,2.27,27.28,28.0,-0.72
CloudNest,Infrastructure,Public,2023,4,2023-04-01,7753706.42,93044477.04,960655.39,583568.31,122471.31,1421752.39,4,23261.12,80.04,6205919.45,51.84,18.04,14.41,6536566.92,-330647.47,-4.26,10.9,179904.59,16507.06,0.0,105.95,1.58,48,37,304429.04,12,18.7,1.99,23.85,28.0,-4.15
CloudNest,Infrastructure,Public,2023,5,2023-05-01,18114709.11,217376509.35,2198329.01,1148528.48,190260.21,3156597.28,12,18114.71,71.71,12989519.98,32.2,23.82,11.89,12303130.52,686389.46,3.79,25.53,178769.85,7001.24,0.0,105.29,1.05,52,55,0.0,99,26.7,2.22,26.59,28.0,-1.41
CloudNest,Infrastructure,Public,2023,6,2023-06-01,8851869.29,106222431.49,990289.12,344807.36,117964.37,1217132.11,8,13277.8,71.44,6323613.84,39.36,26.04,10.11,6684138.45,-360524.61,-4.07,8.6,84737.62,9855.36,0.0,102.56,1.333,31,48,427983.98,25,18.9,1.89,22.63,28.0,-5.37
CloudNest,Infrastructure,Public,2023,7,2023-07-01,5592902.57,67114830.79,590048.79,194321.07,64907.09,719462.77,4,16778.71,76.8,4295624.07,40.86,25.78,8.36,4194581.34,101042.73,1.81,11.88,126539.76,10652.49,0.0,102.31,1.161,30,26,0.0,99,24.8,1.67,20.04,28.0,-7.96
CloudNest,Infrastructure,Public,2023,8,2023-08-01,12534471.02,150413652.28,1238610.42,920761.11,253621.59,1905749.94,8,18801.71,75.29,9437012.85,48.87,19.33,14.7,10390455.62,-953442.77,-7.61,22.67,109021.2,4808.43,0.0,105.32,2.023,35,52,1111501.2,30,15.4,1.87,22.4,28.0,-5.6
CloudNest,Infrastructure,Public,2023,9,2023-09-01,11543067.04,138516804.51,1979781.97,883400.54,185169.1,2678013.41,10,13851.68,74.53,8602920.69,36.62,18.4,11.59,7689096.25,913824.44,7.92,16.52,192831.75,11673.2,0.0,106.05,1.604,58,42,0.0,99,30.9,1.78,21.35,28.0,-6.65
CloudNest,Infrastructure,Public,2023,10,2023-10-01,15537100.27,186445203.26,2663572.49,851989.48,192879.09,3322682.88,10,18644.52,78.9,12259108.12,31.5,18.39,14.54,10011410.78,2247697.35,14.47,15.03,169327.28,11265.85,0.0,104.24,1.241,37,34,0.0,99,37.4,1.81,21.72,28.0,-6.28
CloudNest,Infrastructure,Public,2023,11,2023-11-01,17994668.96,215936027.5,2939182.14,1246607.29,269668.64,3916120.78,11,19630.55,78.4,14107357.17,47.72,27.56,12.49,15794762.23,-1687405.06,-9.38,15.86,244806.44,15436.18,0.0,105.43,1.499,50,32,1444390.74,25,13.6,1.8,21.55,28.0,-6.45
CloudNest,Infrastructure,Public,2023,12,2023-12-01,69796686.37,837560236.42,8992021.02,4364261.95,1628914.21,11727368.76,44,19035.46,81.18,56659380.46,28.81,26.01,14.62,48463435.92,8195944.54,11.74,10.29,125463.86,12192.09,0.0,103.92,2.334,54,30,0.0,99,34.7,2.13,25.53,28.0,-2.47
CloudNest,Infrastructure,Public,2024,1,2024-01-01,122583726.29,1471004715.51,18475446.13,7397189.34,635330.52,25237304.94,114,12903.55,73.35,89915539.2,44.0,23.01,11.38,96104776.31,-6189237.12,-5.05,14.68,212252.19,14455.81,0.0,105.52,0.518,63,48,4980729.07,24,20.4,2.22,26.68,28.0,-1.32
CloudNest,Infrastructure,Public,2024,2,2024-02-01,62178841.94,746146103.34,9464818.06,2934922.93,977125.71,11422615.29,47,15875.45,72.23,44911760.71,38.33,27.22,9.25,46512807.95,-1601047.25,-2.57,9.73,129146.13,13271.25,0.0,103.15,1.571,43,34,1677757.16,16,22.9,1.97,23.66,28.0,-4.34
CloudNest,Infrastructure,Public,2024,3,2024-03-01,181956477.31,2183477727.77,21778305.67,9891453.35,2267365.43,29402393.6,128,17058.42,68.14,123979207.42,33.42,23.89,13.94,129640687.41,-5661479.99,-3.11,9.7,104661.68,10789.19,0.0,104.19,1.246,30,27,5446973.99,20,22.4,2.2,26.42,28.0,-1.58
CloudNest,Infrastructure,Public,2024,4,2024-04-01,84855630.28,1018267563.41,11478433.32,2593782.93,519511.52,13552704.73,119,8556.87,75.0,63643404.97,38.41,25.2,11.96,64126859.39,-483454.42,-0.57,9.08,119771.29,13184.98,0.0,102.44,0.612,61,24,431196.19,36,24.9,1.94,23.31,28.0,-4.69
CloudNest,Infrastructure,Public,2024,5,2024-05-01,835474423.26,10025693079.13,106564786.72,28791186.85,4955398.83,130400574.74,404,24816.07,69.41,579899763.48,41.52,15.43,14.5,596974250.0,-17074486.52,-2.04,15.75,141501.85,8983.48,0.0,102.85,0.593,65,31,18797332.74,30,23.4,2.48,29.72,28.0,1.72
CloudNest,Infrastructure,Public,2024,6,2024-06-01,55501119.75,666013437.04,8996189.75,2661645.74,1308577.58,10349257.91,39,17077.27,74.07,41107602.06,48.39,23.8,11.78,46605405.71,-5497803.65,-9.91,18.08,114790.17,6348.71,0.0,102.44,2.358,33,54,6037592.44,19,15.6,1.74,20.86,28.0,-7.14
CloudNest,Infrastructure,Public,2024,7,2024-07-01,941414339.52,11296972074.28,154267182.05,71679607.14,11119849.61,214826939.58,444,25443.63,76.45,719675086.93,46.57,15.39,9.91,676535560.37,43139526.55,4.58,9.89,214041.51,21648.73,0.0,106.43,1.181,50,46,0.0,99,30.1,2.38,28.51,28.0,0.51
CloudNest,Infrastructure,Public,2024,8,2024-08-01,613076279.5,7356915354.02,75521675.58,42694824.89,11399477.29,106817023.17,1106,6651.82,73.34,449626327.21,47.15,24.27,8.57,490448769.21,-40822442.0,-6.66,20.21,45748.04,2263.33,0.0,105.1,1.859,37,46,37828985.05,11,18.8,2.21,26.54,28.0,-1.46
CloudNest,Infrastructure,Public,2024,9,2024-09-01,4377553695.99,52530644351.85,544889808.63,158178021.16,88544471.41,614523358.39,7857,6685.84,75.97,3325464994.48,41.37,21.66,8.72,3141000814.09,184464180.39,4.21,23.54,52849.83,2244.75,0.1,101.59,2.023,48,46,0.0,99,29.7,2.63,31.51,28.0,3.51
CloudNest,Infrastructure,Public,2024,10,2024-10-01,2725527742.2,32706332906.37,221405688.2,209184653.06,36184655.21,394405686.04,1598,20467.04,74.17,2021428215.65,51.83,18.16,11.65,2224818568.16,-203390352.52,-7.46,6.38,254754.65,39931.78,0.0,106.35,1.328,45,41,184548823.25,12,18.0,2.45,29.38,28.0,1.38
CloudNest,Infrastructure,Public,2024,11,2024-11-01,2493450062.96,29921400755.54,304475770.6,86311476.29,36615382.32,354171864.57,2922,10240.04,78.55,1958548648.63,43.0,22.72,9.37,1872309940.69,86238707.94,3.46,22.19,106049.62,4779.93,0.0,101.99,1.468,53,43,0.0,99,28.9,2.37,28.43,28.0,0.43
CloudNest,Infrastructure,Public,2024,12,2024-12-01,1680476925.57,20165723106.84,275869341.71,137348569.74,21170310.74,392047600.71,1409,14312.08,75.97,1276681391.74,47.76,23.46,12.16,1401334169.8,-124652778.06,-7.42,20.72,108109.25,5217.14,0.0,106.91,1.26,40,52,115387749.98,20,18.1,2.23,26.72,28.0,-1.28
CloudNest,Infrastructure,Public,2025,1,2025-01-01,5184177085.78,62210125029.31,775012580.34,334652923.13,76830262.64,1032835240.83,6198,10037.13,76.74,3978089990.96,47.6,20.11,8.8,3965959745.2,12130245.75,0.23,13.33,76580.0,5744.84,0.0,104.97,1.482,62,33,0.0,99,26.8,2.42,29.04,28.0,1.04
