quarter,state,specialty,hcp_segment,kol_flag,product,molecule,company,moa,route_admin,nrx_count,trx_count,refill_rate,market_share_pct,commercial_payer_pct,medicare_payer_pct,medicaid_payer_pct,cash_pay_pct,pa_required,step_edit_required,formulary_tier,payer_access_score_1_10,wac_monthly_usd,net_price_monthly_usd,gross_to_net_pct,efficacy_perception_1_10,safety_perception_1_10,convenience_perception_1_10,value_perception_1_10,hcp_nps,rep_accessible,digital_engager,samples_accepted,indication_t2dm,indication_obesity,indication_cv_risk
2024Q4,WA,Cardiology,High Volume (Top Decile),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,7,38,5.43,1.4,62.0,41.6,0.0,5.0,False,False,Specialty,8.1,492,398.0,19.1,6.5,7.8,7.7,6.6,37,True,False,True,True,False,False
2024Q2,IN,Primary Care,Mid Volume (Decile 2-5),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,29,85,2.93,3.6,45.5,18.9,35.6,4.3,True,True,Specialty,8.1,686,532.0,22.4,6.7,6.7,6.8,4.2,13,True,False,True,True,False,False
2024Q4,PA,Endocrinology,Mid Volume (Decile 2-5),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,22,112,5.09,19.3,60.7,23.2,16.1,3.7,True,False,Not Covered,6.6,1023,687.0,32.8,8.4,7.6,6.6,7.8,9,True,False,True,True,False,True
2024Q2,MO,Endocrinology,High Volume (Top Decile),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,19,61,3.21,7.7,49.2,40.8,10.0,8.9,False,False,Not Covered,4.8,743,522.0,29.7,8.2,6.5,5.8,3.8,74,True,True,False,True,False,False
2024Q1,NC,Nephrology,Non-Writer,False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,14,79,5.64,4.6,57.0,23.5,19.5,7.9,True,False,Not Covered,7.2,812,600.0,26.2,6.4,6.6,6.5,8.0,30,False,False,False,True,False,False
2025Q1,CA,Internal Medicine,Mid Volume (Decile 2-5),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,6,34,5.67,3.3,45.9,34.5,19.6,2.7,False,False,Not Covered,8.8,812,528.0,34.9,7.6,7.6,7.5,6.6,78,False,False,True,True,False,False
2024Q4,FL,Primary Care,High Volume (Top Decile),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,90,332,3.69,12.8,44.6,18.9,36.5,10.8,False,False,Not Covered,4.3,1059,655.0,38.2,7.2,8.5,7.6,7.9,40,True,False,True,True,True,False
2024Q2,WI,Internal Medicine,Mid Volume (Decile 2-5),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,72,290,4.03,15.6,67.8,36.4,0.0,8.7,True,True,Specialty,8.1,1023,603.0,41.1,7.0,9.2,7.6,7.1,-2,False,True,False,True,False,True
2024Q3,IN,Primary Care,High Volume (Top Decile),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,28,125,4.46,9.4,46.6,28.1,25.3,8.3,True,False,Specialty,3.7,812,556.0,31.5,6.4,9.7,7.5,3.6,58,True,False,False,True,False,False
2024Q3,VA,Endocrinology,High Volume (Top Decile),True,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,122,576,4.72,17.1,44.5,25.3,30.3,7.2,False,False,Specialty,4.4,1023,807.0,21.1,7.9,5.4,7.3,3.5,59,True,True,False,True,False,True
2025Q1,FL,Primary Care,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,76,438,5.76,11.6,68.8,20.9,10.3,7.2,True,False,Tier 3 Non-Pref,4.0,1059,710.0,33.0,7.4,7.1,6.6,4.5,-10,True,True,True,True,True,False
2024Q2,CA,Endocrinology,Low Volume (Decile 6-10),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,16,58,3.62,6.8,61.2,21.7,17.1,11.2,True,True,Specialty,8.9,743,583.0,21.6,6.0,8.3,7.8,4.2,79,False,True,False,True,False,False
2024Q2,OH,Primary Care,Low Volume (Decile 6-10),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,12,47,3.92,0.8,40.8,22.8,36.4,11.0,True,False,Tier 2 Preferred,9.1,492,293.0,40.5,7.9,6.2,7.0,5.4,31,True,True,False,True,False,False
2024Q3,MI,Endocrinology,Low Volume (Decile 6-10),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,35,170,4.86,3.4,51.4,20.7,27.9,11.4,False,True,Tier 2 Preferred,9.4,587,446.0,23.9,7.0,8.5,7.0,5.6,71,True,True,True,True,False,False
2025Q1,PA,Internal Medicine,Low Volume (Decile 6-10),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,27,145,5.37,19.3,48.6,20.9,30.5,4.5,True,True,Not Covered,9.1,1023,773.0,24.4,7.0,7.6,8.6,4.1,68,True,True,True,True,False,True
2024Q1,IL,Primary Care,High Volume (Top Decile),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,18,73,4.06,3.8,57.3,21.4,21.3,5.9,False,True,Specialty,6.4,492,294.0,40.3,6.9,6.0,7.7,5.7,44,True,True,False,True,False,False
2024Q2,MA,Endocrinology,Mid Volume (Decile 2-5),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,48,253,5.27,16.3,65.9,26.3,7.8,10.4,True,False,Specialty,3.7,1349,856.0,36.5,7.5,7.2,9.2,7.7,-16,True,True,False,True,True,False
2025Q1,GA,Internal Medicine,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,39,179,4.59,3.1,48.1,18.9,33.0,10.8,True,False,Not Covered,5.8,812,510.0,37.3,6.1,5.7,6.9,4.5,28,False,False,True,True,False,False
2024Q4,NC,Primary Care,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,17,74,4.35,3.1,66.8,31.9,1.3,6.9,True,False,Tier 3 Non-Pref,7.2,812,528.0,35.0,6.9,8.2,6.5,4.6,52,True,True,False,True,False,False
2024Q3,NJ,Internal Medicine,Low Volume (Decile 6-10),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,79,451,5.71,12.7,52.5,38.8,8.7,3.9,True,False,Not Covered,4.5,1349,1026.0,24.0,7.2,5.9,7.5,6.5,20,True,False,True,True,True,False
2025Q1,NC,Internal Medicine,Low Volume (Decile 6-10),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,72,285,3.96,24.1,44.1,34.7,21.2,11.6,True,False,Specialty,7.9,936,727.0,22.3,7.1,7.3,7.5,6.0,-6,True,False,True,True,False,True
2024Q1,VA,Primary Care,Low Volume (Decile 6-10),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,14,77,5.5,1.2,43.0,34.7,22.3,11.5,True,False,Tier 3 Non-Pref,5.6,492,339.0,31.2,6.6,6.5,6.5,5.1,82,False,False,False,True,False,False
2024Q2,CA,Primary Care,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,85,463,5.45,12.5,43.7,35.1,21.2,2.6,True,False,Specialty,6.2,1059,713.0,32.7,6.7,5.8,6.6,5.4,11,True,True,True,True,True,False
2024Q3,VA,Internal Medicine,Mid Volume (Decile 2-5),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,51,187,3.67,16.3,62.7,40.4,0.0,3.7,False,False,Not Covered,4.3,1349,1087.0,19.4,7.5,7.8,7.9,3.3,-18,False,True,True,True,True,False
2024Q1,FL,Obesity Medicine,Low Volume (Decile 6-10),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,118,695,5.89,20.4,56.5,41.2,2.4,7.9,True,False,Not Covered,4.3,1023,749.0,26.8,5.5,7.6,7.7,5.9,83,False,False,False,True,False,True
2024Q1,VA,Cardiology,Low Volume (Decile 6-10),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,35,117,3.34,5.4,68.7,18.3,13.0,6.1,False,True,Tier 3 Non-Pref,5.8,587,407.0,30.7,6.3,6.7,7.0,4.6,56,True,False,False,True,False,False
2024Q3,WI,Endocrinology,Non-Writer,False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,51,213,4.18,11.8,43.4,34.2,22.5,3.1,True,False,Tier 2 Preferred,6.6,1059,665.0,37.2,7.3,7.5,8.4,6.3,15,False,True,True,True,True,False
2024Q2,FL,Obesity Medicine,Non-Writer,False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,17,49,2.88,6.0,59.9,34.5,5.6,8.7,False,True,Tier 2 Preferred,7.5,743,568.0,23.6,6.2,5.4,7.0,7.2,1,True,True,True,True,False,False
2024Q2,NY,Obesity Medicine,Mid Volume (Decile 2-5),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,72,201,2.79,20.8,42.5,41.4,16.2,3.7,False,False,Tier 3 Non-Pref,7.0,936,689.0,26.4,7.8,8.5,7.7,5.6,44,False,True,True,True,False,True
2024Q4,PA,Cardiology,Non-Writer,False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,29,177,6.1,4.4,64.3,39.1,0.0,7.3,True,False,Tier 2 Preferred,9.1,812,485.0,40.3,6.5,5.7,6.8,6.6,55,True,True,False,True,False,False
2025Q1,IN,Endocrinology,Mid Volume (Decile 2-5),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,45,244,5.42,8.0,68.2,39.2,0.0,7.5,True,True,Tier 3 Non-Pref,4.1,624,372.0,40.4,6.5,7.1,6.1,6.2,69,False,False,False,True,False,False
2025Q1,IL,Endocrinology,Low Volume (Decile 6-10),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,8,49,6.12,2.5,47.2,18.0,34.7,3.6,True,False,Not Covered,7.4,492,328.0,33.4,6.8,7.5,7.7,4.4,-1,False,False,False,True,False,False
2024Q3,NJ,Primary Care,Mid Volume (Decile 2-5),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,9,33,3.67,2.2,45.7,24.9,29.4,5.8,False,False,Specialty,4.1,492,292.0,40.7,5.2,5.9,7.2,6.3,65,True,True,False,True,False,False
2025Q1,CA,Obesity Medicine,Low Volume (Decile 6-10),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,67,189,2.82,14.6,42.1,28.3,29.7,9.0,True,False,Tier 3 Non-Pref,6.5,1349,935.0,30.7,7.9,8.8,8.1,5.6,-4,True,True,False,True,True,False
2025Q1,MI,Primary Care,Non-Writer,False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,2,7,3.5,3.0,59.5,22.5,18.0,11.3,True,True,Tier 2 Preferred,3.8,492,378.0,23.1,7.6,6.3,6.7,2.2,3,False,True,False,True,False,False
2025Q1,WA,Endocrinology,Non-Writer,False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,13,37,2.85,0.9,61.8,37.6,0.6,8.5,False,True,Specialty,7.8,492,308.0,37.4,8.3,6.8,7.2,5.8,52,False,False,True,True,False,False
2024Q4,MD,Primary Care,Mid Volume (Decile 2-5),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,32,117,3.66,12.1,48.6,24.8,26.6,11.4,True,False,Specialty,8.3,1059,838.0,20.8,8.6,7.2,6.3,4.6,78,True,True,False,True,True,False
2024Q3,WA,Cardiology,Mid Volume (Decile 2-5),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,21,70,3.33,3.6,42.2,33.5,24.2,8.2,True,False,Specialty,8.4,686,519.0,24.4,7.1,7.9,7.3,6.7,-15,True,False,False,True,False,False
2024Q2,MI,Primary Care,Low Volume (Decile 6-10),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,15,77,5.13,2.1,40.1,31.7,28.2,5.8,False,False,Specialty,7.2,492,292.0,40.6,7.2,6.7,6.9,6.2,11,True,True,False,True,False,False
2024Q3,NJ,Primary Care,Low Volume (Decile 6-10),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,15,54,3.6,1.3,60.8,20.3,19.0,10.4,False,True,Specialty,4.1,492,289.0,41.2,8.6,6.4,7.5,6.3,48,True,False,True,True,False,False
2024Q4,NC,Primary Care,Non-Writer,False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,19,89,4.68,7.4,65.8,27.0,7.2,2.5,True,True,Specialty,5.4,686,479.0,30.2,7.5,7.7,7.5,5.2,42,False,True,False,True,False,False
2024Q4,VA,Endocrinology,Mid Volume (Decile 2-5),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,14,86,6.14,0.0,66.3,37.5,0.0,6.6,True,False,Not Covered,8.8,492,373.0,24.1,7.0,7.2,9.1,6.3,50,True,True,True,True,False,False
2024Q1,VA,Primary Care,Low Volume (Decile 6-10),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,29,178,6.14,7.0,50.6,31.3,18.1,8.7,True,False,Tier 3 Non-Pref,6.4,743,579.0,22.0,5.5,6.3,7.5,4.6,57,True,False,True,True,False,False
2024Q3,IN,Primary Care,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,24,78,3.25,6.2,42.9,31.1,26.0,6.9,True,False,Tier 2 Preferred,8.0,686,561.0,18.3,7.3,8.0,7.1,7.4,47,True,False,True,True,False,False
2024Q1,OH,Primary Care,Mid Volume (Decile 2-5),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,24,84,3.5,4.6,70.3,39.5,0.0,7.4,False,True,Tier 3 Non-Pref,9.2,686,555.0,19.1,9.2,7.9,6.4,5.9,62,False,True,False,True,False,False
2024Q3,CA,Internal Medicine,High Volume (Top Decile),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,64,307,4.8,13.6,42.2,33.1,24.7,5.5,False,False,Specialty,9.3,1349,907.0,32.8,8.1,7.7,8.3,5.3,42,True,True,False,True,True,False
2024Q1,IL,Cardiology,Low Volume (Decile 6-10),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,46,206,4.48,7.3,55.7,28.0,16.3,9.6,True,True,Specialty,9.1,743,563.0,24.3,9.2,5.4,8.8,6.0,50,True,True,True,True,False,False
2024Q2,NY,Internal Medicine,High Volume (Top Decile),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,75,355,4.73,6.9,45.7,35.8,18.4,8.8,True,False,Tier 2 Preferred,3.7,624,474.0,24.0,6.0,5.1,7.8,5.2,8,False,False,False,True,False,False
2024Q1,PA,Endocrinology,Mid Volume (Decile 2-5),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,79,317,4.01,8.0,42.5,20.4,37.1,10.0,True,False,Tier 3 Non-Pref,8.7,624,486.0,22.2,7.0,8.5,6.5,5.6,60,True,True,True,True,False,False
2024Q2,PA,Cardiology,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,35,161,4.6,4.9,44.0,25.3,30.7,4.5,False,False,Tier 3 Non-Pref,6.2,686,490.0,28.6,8.7,7.6,7.3,4.6,80,True,False,False,True,False,False
2024Q3,MI,Internal Medicine,Mid Volume (Decile 2-5),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,15,65,4.33,2.8,65.5,40.6,0.0,10.1,True,False,Specialty,4.7,492,292.0,40.6,8.3,6.9,9.2,6.0,85,True,False,True,True,False,False
2025Q1,MD,Nephrology,Non-Writer,False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,14,62,4.43,3.3,49.7,41.2,9.1,2.3,True,True,Not Covered,5.6,492,322.0,34.6,7.8,6.8,8.9,5.1,59,True,True,True,True,False,False
2024Q2,TX,Endocrinology,Low Volume (Decile 6-10),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,39,223,5.72,2.3,55.5,25.0,19.5,9.1,False,False,Tier 3 Non-Pref,6.8,587,376.0,36.0,8.0,6.1,6.3,3.9,68,True,True,False,True,False,False
2024Q2,WI,Endocrinology,Low Volume (Decile 6-10),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,84,252,3.0,8.7,71.9,32.7,0.0,5.2,False,False,Tier 2 Preferred,4.7,624,480.0,23.1,7.2,6.0,7.1,6.1,38,True,True,True,True,False,False
2024Q4,MD,Internal Medicine,Non-Writer,False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,38,213,5.61,12.0,58.6,34.2,7.2,3.8,True,True,Tier 3 Non-Pref,3.7,1059,862.0,18.6,8.8,6.8,6.3,4.5,20,False,False,False,True,True,False
2025Q1,TN,Cardiology,High Volume (Top Decile),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,55,332,6.04,12.9,51.8,28.0,20.2,5.5,True,True,Tier 2 Preferred,8.4,1059,819.0,22.7,7.3,8.3,8.5,3.5,6,True,True,False,True,True,False
2024Q2,MO,Endocrinology,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,56,169,3.02,10.9,54.9,32.3,12.8,10.6,True,False,Tier 3 Non-Pref,4.2,1059,625.0,41.0,8.2,5.3,7.4,6.1,-1,False,False,True,True,True,False
2024Q2,NJ,Primary Care,Mid Volume (Decile 2-5),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,17,68,4.0,2.5,46.2,28.7,25.1,6.7,True,False,Not Covered,4.1,812,564.0,30.5,7.4,8.3,7.4,4.1,83,True,False,False,True,False,False
2024Q3,NC,Endocrinology,Low Volume (Decile 6-10),True,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,64,285,4.45,5.4,49.6,40.7,9.7,10.4,True,False,Not Covered,7.9,587,383.0,34.7,6.9,8.9,6.5,7.3,43,True,True,False,True,False,False
2024Q4,TN,Internal Medicine,Low Volume (Decile 6-10),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,35,214,6.11,10.6,40.8,41.0,18.2,3.5,False,False,Tier 2 Preferred,4.6,624,506.0,18.9,5.9,6.6,6.4,6.7,-2,True,True,False,True,False,False
2024Q4,WA,Cardiology,Mid Volume (Decile 2-5),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,89,542,6.09,14.1,50.9,24.8,24.3,2.1,False,True,Specialty,4.2,1349,836.0,38.0,6.6,9.0,6.8,4.3,32,True,False,False,True,True,False
2025Q1,CA,Endocrinology,Low Volume (Decile 6-10),True,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,54,170,3.15,13.8,66.0,30.1,3.9,3.8,False,True,Tier 3 Non-Pref,3.5,1059,716.0,32.3,6.5,8.2,8.6,8.1,-18,False,False,False,True,True,False
2025Q1,CA,Endocrinology,Mid Volume (Decile 2-5),True,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,32,159,4.97,4.7,56.0,36.6,7.4,9.2,True,False,Tier 3 Non-Pref,8.9,812,485.0,40.3,6.8,7.0,5.7,5.8,56,False,False,False,True,False,False
2024Q1,VA,Cardiology,Low Volume (Decile 6-10),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,140,838,5.99,19.4,58.1,22.2,19.6,4.5,False,True,Tier 2 Preferred,5.6,936,547.0,41.6,6.3,6.6,6.5,5.8,11,False,False,False,True,False,True
2024Q1,NJ,Primary Care,Non-Writer,False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,1,4,4.0,4.2,54.9,26.7,18.4,2.1,True,True,Specialty,7.3,812,598.0,26.3,8.3,7.5,6.9,6.0,44,True,True,True,True,False,False
2024Q2,IN,Primary Care,Non-Writer,False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,7,22,3.14,4.0,57.4,37.9,4.7,9.5,False,False,Specialty,6.8,812,644.0,20.6,6.8,6.1,7.4,6.3,32,False,False,False,True,False,False
2024Q3,MA,Internal Medicine,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,11,41,3.73,12.8,59.7,34.5,5.8,11.8,True,True,Specialty,4.3,1059,755.0,28.7,7.0,7.4,7.5,6.5,-9,True,False,False,True,True,False
2024Q4,TN,Endocrinology,Low Volume (Decile 6-10),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,39,120,3.08,4.7,61.9,18.8,19.3,3.2,True,False,Specialty,7.0,587,462.0,21.4,7.1,7.4,6.9,7.1,17,True,False,False,True,False,False
2024Q3,TX,Cardiology,Low Volume (Decile 6-10),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,90,389,4.32,15.1,41.6,24.8,33.6,7.0,True,False,Tier 3 Non-Pref,6.9,1023,729.0,28.8,7.0,8.9,7.9,7.0,82,False,True,True,True,False,True
2024Q2,GA,Endocrinology,Low Volume (Decile 6-10),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,101,601,5.95,20.0,57.0,37.7,5.3,11.9,True,True,Tier 2 Preferred,7.7,936,545.0,41.8,7.6,7.0,8.2,4.9,63,True,False,False,True,False,True
2025Q1,CA,Obesity Medicine,High Volume (Top Decile),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,90,293,3.26,16.7,66.3,18.2,15.5,3.8,False,False,Specialty,9.1,1349,1023.0,24.2,6.8,5.7,7.6,5.9,44,False,True,False,True,True,False
2024Q3,TN,Endocrinology,Non-Writer,False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,17,82,4.82,14.3,46.5,19.2,34.2,4.6,True,False,Tier 3 Non-Pref,5.3,1349,805.0,40.3,7.3,6.7,5.9,5.3,-11,True,False,False,True,True,False
2025Q1,NY,Primary Care,Low Volume (Decile 6-10),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,36,172,4.78,3.8,61.4,26.6,11.9,11.3,True,True,Specialty,5.4,587,476.0,18.9,5.7,8.3,6.9,5.4,10,True,True,False,True,False,False
2024Q4,NC,Primary Care,Non-Writer,False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,51,305,5.98,11.8,47.8,22.2,30.1,7.0,False,False,Tier 3 Non-Pref,7.4,1059,789.0,25.5,6.7,7.3,8.7,5.2,40,True,False,False,True,True,False
2024Q4,NC,Primary Care,High Volume (Top Decile),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,15,91,6.07,0.6,67.3,34.3,0.0,10.6,True,True,Specialty,7.0,492,322.0,34.5,6.1,8.6,8.2,5.0,34,True,True,False,True,False,False
2024Q3,IL,Cardiology,Mid Volume (Decile 2-5),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,1,4,4.0,2.7,62.2,41.2,0.0,7.8,True,True,Tier 3 Non-Pref,4.7,686,450.0,34.3,7.1,9.6,7.9,6.5,70,False,False,False,True,False,False
2024Q2,AZ,Primary Care,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,59,354,6.0,4.9,42.3,41.6,16.1,8.2,False,True,Tier 2 Preferred,5.2,686,417.0,39.3,8.3,8.0,7.6,7.2,54,True,False,False,True,False,False
2025Q1,TX,Primary Care,Low Volume (Decile 6-10),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,64,235,3.67,17.4,56.5,30.7,12.7,10.2,True,False,Specialty,7.3,1349,990.0,26.6,7.9,8.8,6.5,5.3,38,False,False,False,True,True,False
2024Q1,WA,Internal Medicine,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,23,70,3.04,6.3,52.7,36.2,11.1,7.1,True,True,Tier 3 Non-Pref,3.9,812,510.0,37.2,6.1,7.3,8.1,4.8,1,False,True,False,True,False,False
2024Q4,CA,Primary Care,Mid Volume (Decile 2-5),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,72,296,4.11,12.2,47.1,39.9,13.1,3.2,True,False,Specialty,7.0,1059,819.0,22.6,6.0,7.0,6.7,4.4,24,True,False,True,True,True,False
2024Q1,NJ,Internal Medicine,Low Volume (Decile 6-10),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,26,134,5.15,11.1,68.0,40.8,0.0,11.2,False,False,Not Covered,4.4,743,463.0,37.6,6.9,7.4,8.2,5.3,39,True,True,False,True,False,False
2024Q3,FL,Internal Medicine,Low Volume (Decile 6-10),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,38,180,4.74,21.2,71.3,26.1,2.5,6.8,False,True,Not Covered,7.5,936,756.0,19.2,8.7,6.2,6.8,7.3,-17,False,False,True,True,False,True
2024Q4,MO,Internal Medicine,Mid Volume (Decile 2-5),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,23,133,5.78,2.5,63.3,30.0,6.8,10.2,False,True,Tier 2 Preferred,5.2,812,656.0,19.2,6.7,6.3,7.5,5.2,36,False,True,True,True,False,False
2025Q1,FL,Primary Care,Low Volume (Decile 6-10),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,47,261,5.55,15.7,60.4,39.8,0.0,4.8,True,False,Not Covered,8.5,1349,911.0,32.5,7.8,7.6,6.6,4.6,23,True,False,True,True,True,False
2024Q2,MA,Cardiology,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,18,54,3.0,4.2,71.1,37.0,0.0,2.5,True,False,Not Covered,7.8,812,620.0,23.7,5.9,7.1,5.2,7.0,49,False,False,True,True,False,False
2024Q3,IN,Cardiology,Mid Volume (Decile 2-5),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,29,84,2.9,3.8,64.1,27.6,8.3,5.9,True,True,Tier 2 Preferred,6.2,812,504.0,37.9,5.7,8.7,6.9,4.7,27,False,False,True,True,False,False
2025Q1,MA,Endocrinology,Mid Volume (Decile 2-5),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,72,214,2.97,22.1,41.2,30.3,28.5,11.4,False,False,Not Covered,6.0,936,628.0,32.9,8.2,5.7,7.6,6.8,80,True,False,False,True,False,True
2024Q4,NY,Primary Care,Non-Writer,False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,4,12,3.0,3.0,55.2,32.6,12.2,10.5,True,False,Tier 3 Non-Pref,5.7,492,297.0,39.7,6.4,5.9,5.8,4.8,44,True,False,True,True,False,False
2024Q2,MI,Primary Care,Mid Volume (Decile 2-5),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,78,377,4.83,22.0,56.3,35.3,8.4,10.6,True,True,Tier 3 Non-Pref,3.9,936,754.0,19.4,8.4,6.6,7.1,5.0,77,True,False,False,True,False,True
2024Q2,TX,Primary Care,Low Volume (Decile 6-10),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,27,91,3.37,6.0,56.6,32.9,10.5,9.6,True,True,Not Covered,8.5,743,459.0,38.2,6.0,6.4,8.0,3.2,-11,False,False,False,True,False,False
